#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
Otu0132	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0133	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	88.387	96	1.33e-112	395	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0134	Rosalina_sp._17595	Rosalina_sp._17595	N/A	98.428	98	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0135	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	94.081	100	1.83e-142	494	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0136	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	99.689	99	1.96e-167	577	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0137	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	95.327	100	6.81e-148	512	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0138	Cribrorotalia_sp._17611	Cribrorotalia_sp._17611	N/A	90.966	99	6.86e-129	449	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0139	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	97.097	96	1.61e-149	517	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0140	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	98.046	95	1.08e-151	524	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0141	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	77.950	99	2.40e-71	258	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0142	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	93.458	100	9.47e-140	485	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0143	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	99.381	100	6.85e-167	574	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0144	Epistominella_exigua_18607	Epistominella_exigua_18607	N/A	90.712	100	6.86e-129	448	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0145	Nummulites_venosus_Otu022	Nummulites_venosus_Otu022	N/A	86.604	99	6.87e-110	386	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0146	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	96.285	100	2.56e-153	529	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0147	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	89.474	100	1.84e-123	430	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0148	Amphistegina_lessonii_NBCLAB5174	Amphistegina_lessonii_NBCLAB5174	N/A	97.214	100	4.05e-157	543	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0149	Peneroplis_sp1	Peneroplis_sp1	N/A	95.016	100	8.30e-147	508	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0150	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0151	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	96.904	100	4.93e-156	538	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0152	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	99.381	100	6.85e-167	574	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0153	Planorbulinella_sp._17893	Planorbulinella_sp._17893	N/A	99.690	100	5.63e-168	579	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0154	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	85.358	99	1.84e-104	368	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0155	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	80.495	100	7.85e-84	299	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0156	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	87.616	100	2.56e-115	403	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0157	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	96.904	100	4.93e-156	538	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0158	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0159	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	95.652	99	4.62e-150	518	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0161	Rosalina_sp._17595	Rosalina_sp._17595	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0162	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	95.356	100	5.63e-149	516	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0163	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	95.031	99	2.39e-147	509	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0164	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	97.214	100	4.05e-157	543	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0165	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	94.393	100	4.30e-144	499	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0166	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0167	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0168	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	96.285	100	2.56e-153	529	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0169	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	91.641	100	1.09e-132	462	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0170	Rosalina_sp._17595	Rosalina_sp._17595	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0171	Glabratella_sp._17918	Glabratella_sp._17918	N/A	99.381	100	6.85e-167	574	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0172	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	98.738	98	6.42e-161	554	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0173	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	95.950	100	1.32e-150	521	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0174	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	92.547	99	1.72e-136	473	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0175	Planorbulinella_sp._17893	Planorbulinella_sp._17893	N/A	88.785	99	1.73e-117	410	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0176	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	90.994	99	1.97e-129	451	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0177	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	98.452	100	1.51e-162	561	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0178	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	95.666	100	1.32e-150	520	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0179	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0181	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	95.342	99	1.97e-148	514	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0182	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0183	Glabratella_sp._17918	Glabratella_sp._17918	N/A	98.758	99	1.24e-163	563	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0184	Peneroplis_sp1	Peneroplis_sp1	N/A	94.393	100	4.30e-144	499	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0185	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0186	Nummulites_venosus_Otu026	Nummulites_venosus_Otu026	N/A	81.562	99	1.24e-87	312	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0187	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	95.327	100	6.81e-148	512	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0188	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	93.146	100	1.15e-138	480	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0189	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	97.819	100	9.46e-159	548	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0190	Discanomalina_coronata_18034	Discanomalina_coronata_18034	N/A	95.611	99	1.97e-148	513	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0191	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	92.236	99	7.33e-135	469	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0192	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	93.189	100	9.53e-140	484	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0193	Glabratella_sp._17918	Glabratella_sp._17918	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0194	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	89.783	100	1.51e-124	434	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0195	Peneroplis_sp1	Peneroplis_sp1	N/A	85.670	100	4.31e-106	372	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0197	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	94.737	100	3.55e-145	503	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0199	Cribrorotalia_sp._17611	Cribrorotalia_sp._17611	N/A	88.235	100	4.94e-118	412	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0200	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	86.709	98	1.02e-107	378	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0203	Peneroplis_sp1	Peneroplis_sp1	N/A	89.408	100	2.23e-122	426	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0205	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	96.262	100	3.09e-152	526	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0206	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	89.474	100	1.84e-123	430	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0207	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	95.666	100	1.32e-150	520	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0208	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	99.381	100	6.85e-167	574	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0209	Rosalina_sp._17595	Rosalina_sp._17595	N/A	99.371	98	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0210	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	97.214	100	4.05e-157	543	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0211	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.381	98	1.32e-131	457	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0212	Lobatula_lobatula_17944	Lobatula_lobatula_17944	N/A	92.236	99	7.33e-135	469	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0213	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	95.356	100	5.63e-149	516	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0214	Psammina_limbata_18230	Psammina_limbata_18230	N/A	82.650	98	2.92e-89	317	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0215	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.789	99	7.83e-141	488	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
